Easting,Northing,n,n_serious,locations
543325.0009,260174.9999,1,0,A1307 HUNTINGDON RD OUTSIDE 198 60M SOUTH OF HOWES PLACE
543325.0009,289274.9999,1,1,SIXTEEN FOOT BANK NEAR JN WITH BYALL FEN ROAD
543325.0009,291624.9999,1,0,B1093 MANEA RD WIMBLINGTON
543375.0009,261574.9999,1,0,A14 WBC 1000 M WEST OF B1049 BRIDGE ROAD
543375.0009,302724.9999,1,0,B1101 COLDHAM EXACT LOCATION AND DIR IF TRAVEL UNKNOWN
543425.0009,253924.9999,1,1,M11 MOTORWAY 400M NORTH OF JUNCTION 11 SOUTHBOUND
543425.0009,255424.9999,1,0,C201 MILL WAY NEAR ENT TO CHURCH
543425.0009,259174.9999,1,1,MADINGLEY ROAD A1303 NEAR HEDGERLEY CLOSE
543425.0009,278624.9999,1,0,OUTSIDE NUMBER 30 THE AMERICA B1381
543475.0009,302824.9999,1,0,B1101 MARCH RD  NORTH OF COLDHAM HALL CHASE AT BEND
543525.0009,244324.9999,1,0,A505 700M EAST OF HOLLOW RD AT TRACK WITH CONCRETE BOLLARDS
543525.0009,281624.9999,1,1,A142 1200M S OF MEPAL SHORT HIGHWAY
543525.0009,311924.9999,1,0,GOREFIELD RD WISBECH OS NO 160 AND 162
543575.0009,256874.9999,1,0,GRANTCHESTER RD 500M SOUTH OF FULBROOKE RD CAMBRIDGE
543575.0009,259624.9999,1,0,STOREYS WAY CAMBRIDGE  OS NO 27
543575.0009,259974.9999,1,0,A1307 HUNTINGDON ROAD OUTSIDE 159 CAMBRIDGE
543575.0009,266374.9999,1,0,C197 OAKINGTON RD OUTSIDE SETBROAD FARM CAMBRIDGE
543575.0009,281524.9999,1,1,IRETONS WAY A142
543575.0009,310574.9999,1,1,122 LEVERINGTON COMMON
543625.0009,244374.9999,1,0,A505 600M EAST OF CHRISHALL RD CAMBRIDGE
543625.0009,251174.9999,1,0,LONDON ROAD B1368
543625.0009,253724.9999,1,0,M11/A10/TRUMPINGTON JUNCTION
543625.0009,259124.9999,1,0,A1303 MADINGLEY RD 30M WEST OF WILBERFORCE RD CAMBRIDGE
543625.0009,261424.9999,1,0,JUNCTION 31 A14
543625.0009,281424.9999,1,1,A142 IRETONS WAY JUNCTION LOW BANK MEPAL ELY
543675.0009,253674.9999,1,0,M11 JUNCTION 11 CAMBRIDGE MP 82 5
543675.0009,266474.9999,1,0,OAKINGTON RD 1000M SW OF THE ROWELLS COTTENHAM
543675.0009,281324.9999,1,1,IRETONS WAY A142
543675.0009,306624.9999,1,0,OUTSIDE BEVIS HALL NORTH BRINK
543725.0009,250824.9999,1,0,B1368 LONDON RD JUNCTION SHELFORD RD NEWTON
543725.0009,253624.9999,1,0,M11 JUNCTION TRUMPINGTON ON SLIP CAMBRIDGE
543725.0009,253674.9999,1,0,M11 JUNCTION A1309 HAUXTON RD HAUXTON
543725.0009,263774.9999,1,1,C204 SCHOOL HILL JUNCTION C205 WINDMILL LANE CAMBRIDGE
543725.0009,263824.9999,1,1,OUTSIDE NUMBER 6 PARK LNE 20 METRES NORTH OF JUNCTION WITH S
543725.0009,281224.9999,1,0,A142 IRETONS WAY 200M SE ENGINE BANK MEPAL EXACT LOC UK
543725.0009,306524.9999,1,0,SOUTH BRINK A47 500 METRES EAST OF JUNCTION WITH CROOKED BAN
543725.0009,308824.9999,1,0,BARTON RD JUNCTION PANSWELL LANE WISBECH ST MARY
543775.0009,248624.9999,1,0,B1368 FOWLMERE RD JUNCTION C262 BROOKS RD THRIPLOW
543775.0009,253574.9999,1,0,M11 250M NORTH JUNCTION 11 TRUMPINGTON
543775.0009,253624.9999,1,0,M11 SBC JUNCTION 11 BETWEEN OFF SLIP AND ON SLIP
543775.0009,257524.9999,1,0,BARTON ROAD A603 10 METRES WEST OF JUNCTION WITH BARTON CLOS
543775.0009,263874.9999,1,0,WINDMILL LANE JUNCTION NARROW LANE HISTON
543775.0009,308724.9999,1,0,BARTON RD 25M NORTH OF MILE TREE LANE WISBECH
543825.0009,244474.9999,1,0,A505 ROYSTON RD JUNCTION A505 HEATH COTTAGE THRIPLOW
543825.0009,249474.9999,1,0,B1368 TOWN ST JUNCTION FOWLMERE RD NEWTON
543825.0009,254974.9999,1,0,GRANTCHESTER ROAD ON BEND AT BRIDGE CAMBRIDGE
543825.0009,257574.9999,1,1,OUTSIDE NUMBER 11 BARTON CLOSE 75 METRES NORTH OF JUNCTION W
543825.0009,263624.9999,1,0,HIGH ST OS BARLEY MOW PH HISTON
543825.0009,291424.9999,1,0,MANEA ROAD B1093 AT JN WITH SKYLARK GARDEN CENTRE
543825.0009,302724.9999,1,0,B1101 COLDHAM JUST AFTER BEND EXACT LOCATION UNKNOWN
543825.0009,306624.9999,1,0,A47 SOUTH BRINK 30M SOUTH OF CHAPEL LANE WISBECH
543875.0009,246374.9999,1,0,24A MIDDLE STREET
543875.0009,246524.9999,1,0,MIDDLE STREET OUTSIDE NO 25 THRIPLOW
543875.0009,253424.9999,1,1,A10 CAMBRIDGE RD JUNCTION M11 NORTHBOUND
543875.0009,253524.9999,1,0,M11 JUNCTION 11 100M NORTH TRUMPINGTON
543875.0009,259724.9999,1,0,A1307 HUNTINGDON RD JUNCTION RICHMOND RD CAMBRIDGE
543875.0009,259774.9999,1,0,HUNTINGDON ROAD JUNCTION RICHMOND RD CAMBRIDGE
543875.0009,263524.9999,1,0,STATION RD OS NO 2 HISTON
543875.0009,267774.9999,1,0,RAMPTON RD 800M NORTH OF LAMBS LANE COTTENHAM
543875.0009,302724.9999,1,0,B1101 COLDHAM 300M SE OF BRAMLEY COURT COLDHAM
543875.0009,306624.9999,1,1,SOUTH BRINK JUNCTION CHAPEL LANE WISBECH
543875.0009,309024.9999,1,0,C312 BARTON RD 225M SOUTH GADDS LANE WISBECH
543925.0009,244524.9999,1,1,A505 JUNCTION UN NAMED RD 500M W OF PET CREMATORIUM
543925.0009,249474.9999,1,1,WHITTLESFORD RD JUNCTION OFFA LEA NEWTON
543925.0009,258324.9999,1,0,HERSCHEL RD ROBINSON COLLEGE CAMBRIDGE
543925.0009,259674.9999,1,0,HUNTINGDON RD JUNCTION HALIFAX RD CAMBRIDGE
543925.0009,259724.9999,1,0,HUNTINGDON RD JW HALIFAX RD CAMBRIDGE
543925.0009,261674.9999,1,0,A14 400M WEST OF JUNCTION 32 HISTON
543925.0009,263324.9999,1,0,C205 STATION RD EXACT LOC AND DIR NOT KNOWN NO GRID REF
543925.0009,276074.9999,1,1,A1123 HILL RD OPPOSITE NO 145 HADDENHAM
543925.0009,309124.9999,1,0,BARTON RD 100M SOUTH OF GADDS LANE WISBECH
543975.0009,244574.9999,1,1,A505 THRIPLOW HEATH QUARTER MILE WEST OF PET CREMATORIUM
543975.0009,257874.9999,1,0,GRANGE RD 10M SIDGEWICK AVE CAMBRIDGE
543975.0009,257924.9999,1,0,GRANGE RD OS SELWYN COLLEGE CAMBRIDGE
543975.0009,257974.9999,1,0,GRANGE RD 50M SOUTH OF CRANMER RD CAMBRIDGE
543975.0009,258024.9999,1,1,GRANGE RD JUNCTION GRANMER RD CAMBRIDGE
543975.0009,258074.9999,1,0,GRANGE ROAD JUNCTION CRANMER ROAD CAMBRIDGE
543975.0009,258324.9999,1,1,GRANGE RD 20M NORTH OF HERSCHEL RD CAMBRIDGE
543975.0009,258374.9999,1,0,GRANGE RD JUNCTION UNIVERSITY LIBRARY CAR PARK CAMBRIDGE
543975.0009,258424.9999,1,0,GRANGE ROAD OUTSIDE ROBINSON COLLEGE CAMBRIDGE
543975.0009,259074.9999,1,0,MADINGLEY ROAD A1303 NEAR JN WITH GRANGE ROAD
543975.0009,259674.9999,1,0,HUNTINGDON ROAD A1307 50 METRES SOUTH OF JUNCTION WITH HALIF
543975.0009,261674.9999,1,0,EASTBOUND A14 900 METRES WEST OF JUNCTION 32 BRIDGE ROAD
543975.0009,261724.9999,1,0,A14 PRIOR TO JUNCTION 32 LOCATION AND DIRECTIONS UNKNOWN
543975.0009,263274.9999,1,0,STATION RD OS 42 HISTON
543975.0009,263574.9999,1,1,THE GREEN JUNCTION BROOK CLOSE HISTON
543975.0009,266674.9999,1,0,OAKINGTON RD 600M SW OF THE ROWELL COTTENHAM AT FARM TRACK
543975.0009,280574.9999,1,1,WESTBOUND A142 SUTTON ROAD
544025.0009,243074.9999,1,0,C265 CHRISHALL GRANGE 1400M SE OF A505 FOWLMERE ROYSTON
544025.0009,253324.9999,1,0,M11 NBC JUNCTION 11 CAMBRIDGE   PLOTTED FROM DIAGRAM
544025.0009,253374.9999,1,0,MARKER POST 8015A JUNCTION 11 M11
544025.0009,258574.9999,1,0,GRANGE RD JUNCTION TRINITY FIELDS SPORTS GROUND CAMBRIDGE
544025.0009,258774.9999,1,0,GRANGE RD CAMBRIDGE
544025.0009,261724.9999,1,0,A14 JUNCTION B1049 BRIDGE RD CAMBRIDGE
544075.0009,253474.9999,1,0,HAUXTON RD JUNCTION M11 ROUNDABOUT CAMBRIDGE
544075.0009,259574.9999,1,0,58 HUNTINGDON ROAD A1307
544075.0009,260574.9999,1,0,TAVISTOCK RD CAMBRIDGE EXACT LOC AND DIRECTIONS NOT KNOWN
544075.0009,261674.9999,1,0,A14 ON SLIP WBC AT HISTON
544075.0009,263024.9999,1,0,STATION RD OS 87 IMPINGTON
544075.0009,263524.9999,1,0,IMPINGTON LANE OS ROSE AND CROWN PH 20M GLEBE WAY WISTON
544075.0009,263624.9999,1,1,B1049 GLEBE WAY NR HIGH ST HISTON
544075.0009,264524.9999,1,1,B1049 COTTENHAM RD OUTSIDE NO 99 HISTON
544075.0009,264974.9999,1,0,154A COTTENHAM ROAD B1049
544075.0009,265024.9999,1,0,B1049 COTTENHAM RD OUTSIDE 154A HISTON
544075.0009,311624.9999,1,0,C13 GOREFIELD RD OUTSIDE NO 76 LEVERINGTON
544125.0009,253224.9999,1,0,M11 NORTHBOUND 200M SOUTH OF A10 TRUMPINGTON
544125.0009,259074.9999,1,0,OUTSIDE HOUSE NUMBER 8A MADINGLY ROAD A1303
544125.0009,261724.9999,1,0,A14 JUNCTION 32 HISTON    PLOTTED FROM DIAGRAM
544125.0009,262874.9999,1,1,CHEQUERS ROAD AT JN WITH STATION ROAD
544125.0009,265074.9999,1,0,OUTSIDE 166 COTTENHAM ROAD
544125.0009,280274.9999,1,0,A142 50M SUTTON RD ELY
544125.0009,287574.9999,1,0,BYALL FEN FARM
544175.0009,253924.9999,1,0,HAUXTON ROAD A1309 AT JN WITH ADDENBROOKES ROAD
544175.0009,257474.9999,1,0,UNNAMED ROAD NEXT TO CLARE ROAD  2 METRES NORTH OF JUNCTION
544175.0009,259024.9999,1,0,A1303 MADINGLEY ROAD OS NO 3
544175.0009,259524.9999,1,1,A1307 HUNTINGDON RD OS 32 CAMBRIDGE
544175.0009,260174.9999,1,0,OUTSIDE NUMBER 37 WINDSOR ROAD CAMBRIDGE
544175.0009,262224.9999,1,0,CAMBRIDGE RD HISTON  EXACT LOC UNKNOWN
544175.0009,262774.9999,1,0,CHIVERS WAY JW STATION ROAD HISTON
544175.0009,310974.9999,1,0,RINGERS LANE LEVERINGTON
544175.0009,311574.9999,1,0,C13 GOREFIELD RD 30M SE OF RICHMOND WAY LEVERINGTON
544175.0009,311874.9999,1,1,WOODGATE RD JUNCTION ST LEONARDS RD LEVERINGTON
544225.0009,253074.9999,1,0,NORTHBOUND M11
544225.0009,253874.9999,1,0,A1309 JW ADDENBROOKES RD CAMBRIDGE
544225.0009,257474.9999,1,0,A603 BARTON RD JUNCTION HARDWICK ST CAMBRIDGE
544225.0009,259424.9999,1,0,BUCKINGHAM ROAD JUNCTION WITH 1 HUNTINGDON ROAD
544225.0009,262524.9999,1,0,NEW ROAD UNSPECIFIED ROAD OR LOCATION GUIDED BUSWAY
544225.0009,262574.9999,1,0,STATION ROAD JUNCTION WITH NEW ROAD
544225.0009,311474.9999,1,0,GOREFIELD RD OS NO 52 JUNCTION RINGERS LANE LEVERINGTON
544275.0009,245774.9999,1,0,GRAVEL PIT HILL THRIPLOW OUTSIDE KWS THRIPLOW
544275.0009,253024.9999,1,0,M11 TRUMPINGTON   JCT 11
544275.0009,254124.9999,1,0,A1309 CAMBRIDGE RD TRUMPINGTON 800M NORTH OF M11
544275.0009,254224.9999,1,0,HAUXTON RD TRUMPINGTON
544275.0009,257474.9999,1,1,BARTON ROAD JUNCTION WITH A603 DARBY STREET
544275.0009,257874.9999,1,0,SIDGEWICK AVE EXIT OF UNIVERSITY CAR PARK CAMBRIDGE
544275.0009,259224.9999,1,0,A1134 MOUNT PLEASANT CAMBRIDGE  OS WHINSIDE
544275.0009,259324.9999,1,0,MOUNT PLEASANT CAMBRIDGE OS MOUNT PLEASANT HOUSE
544275.0009,259624.9999,1,0,CANTERBURY ST CAMBRIDGE     NOT ALL DETAILS KNOWN
544275.0009,261224.9999,1,1,B1049 HISTON RD 250M SOUTH OF KINGS HEDGES RD CAMBRIDGE
544275.0009,261974.9999,1,0,CAMBRIDGE RD JUNCTION B1049 IMPINGTON
544275.0009,262024.9999,1,1,BRIDGE ROAD B1049
544275.0009,262524.9999,1,0,BUSWAY NCN51
544275.0009,266874.9999,1,0,OAKINGTON RD COTTENHAM EXACT LOC UK NO GRID REF GIVEN
544275.0009,280474.9999,1,0,WITCHAM RD 30M W OF SUTTON RD MEPAL
544275.0009,311424.9999,1,0,C13 GORFIELD RD OS 47 SIX RINGERS PUB LEVERINGTON
544275.0009,317424.9999,1,0,HOUSE CALLED LITTLE ACRE HANNATH ROAD
544325.0009,244724.9999,1,0,OUTSIDE PET CREMATORIUM NEWMARKET ROAD A505
544325.0009,254224.9999,1,0,A1309 TRUMPINGTON PARK AND RIDE 20M NORTH HAUXTON RD
544325.0009,257374.9999,1,0,GRANCHESTER ST JUNCTION NEWNHAM CROFT ST CAMBRIDGE
544325.0009,258824.9999,1,0,QUEENS ROAD CAMBRIDGE
544325.0009,259024.9999,1,1,MADINGLEY ROAD WESTMINSTER COLLEGE
544325.0009,259074.9999,1,0,LADY MARGARET ROAD NORTH OF JUNCTION WITH MADINGLEY ROAD.
544325.0009,259824.9999,1,0,B1049 HISTON RD OUTSIDE NO 123 CAMBRIDGE
544325.0009,260124.9999,1,0,B1049 HISTON RD OUTSIDE NO 191 CAMBRIDGE
544325.0009,260874.9999,1,0,HISTON ROAD B1049 10 METRES NORTH OF JUNCTION WITH CHANCELLO
544325.0009,260974.9999,1,0,HISTON RD CAMBRIDGE  EXACT LOCATION AND DETAILS NOT KNOWN
544325.0009,261924.9999,1,0,B1049 150M NORTH OF ROUNDABOUT A14
544325.0009,261974.9999,1,0,B1049 BRIDGE RD ON APPROACH TO ROUNDABOUT IMPINGTON
544325.0009,262774.9999,1,0,OUTSIDE CAMBRIDGE LEA HOSPITAL NEW ROAD ON APPROACH TO JUNCT
544325.0009,262824.9999,1,0,NEW RD JUNCTION CAMBRIDGE LEA HOSPITAL IMPINGTON
544325.0009,280074.9999,1,1,MEPAL ROAD APPROX 300M SW FROM SUTTON ROAD JUNCTION A142
544325.0009,307024.9999,1,1,A47 SOUTH BRINK WISBECH GUYHIRN
544325.0009,311724.9999,1,0,29 PERRY ROAD
544375.0009,244774.9999,1,1,A505
544375.0009,252874.9999,1,0,MARKER POST 89/2A JUNCTION 14 M11 M11 800 METRES SOUTH OF JU
544375.0009,254274.9999,1,0,HAUXTON RD 50M NORTH OF PARK AND RIDE CAMBRIDGE
544375.0009,254424.9999,1,1,FORTY ACRE ROAD JUNCTION SPRING DRIVE TRUMPINGTON
544375.0009,258274.9999,1,0,A1134 QUEENS RD OPP KINGS COLLEGE CAMBRIDGE
544375.0009,258374.9999,1,0,A1134 QUEENS RD 500M SOUTH OF MADINGLEY RD CAMBRIDGE
544375.0009,260174.9999,1,0,B1049 HISTON RD OS COOP CAMBRIDGE
544375.0009,260224.9999,1,0,B1049 HISTON RD OS 226 BROOKWOOD HOUSE CAMBRIDGE
544375.0009,260474.9999,1,0,HISTON ROAD
544375.0009,260574.9999,1,1,B1049 HISTON RD JUNCTION BET ROSEFORD RD AND GILBERT RD
544375.0009,262474.9999,1,0,B1049 BRIDGE RD 300M SOUTH OF C208 NEW RD IMPINGTON
544375.0009,264124.9999,1,0,YOUNGMAN AVENUE OS 20 150M NW OF MILL LANE HISTON
544375.0009,279074.9999,1,1,B1381 THE BROOK OUTSIDE NO 32 17M WEST OF BROOKSIDE SUTTON
544425.0009,241124.9999,1,0,C265 HEYDON 800M NW OF HERTFORD LANE CRAWLEY END ROYSTON
544425.0009,244774.9999,1,1,PET CREMATORIUM A505
544425.0009,252674.9999,1,0,M11 SOUTHBOUND JUST PASSED JUNCTION 11 EXACT LOCATION NOT KN
544425.0009,254124.9999,1,0,BISHOPS ROAD OUTSIDE NO 113 CAMBRIDGE
544425.0009,258274.9999,1,0,A1134 QUEENS RD 75M NORTH OF WEST RD CAMBRIDGE
544425.0009,258974.9999,1,0,NORTHAMPTON ST CAMBRIDGE EXACT LOC AND DIR NOT KNOWN
544425.0009,259324.9999,1,0,CASTLE STREET PLOTTED AT GRID REF PROVIDED BY POLICE
544425.0009,260274.9999,1,1,GILBERT RD 25M HISTON RD CAMBRIDGE
544425.0009,263074.9999,1,0,NEW ROAD NEAR JUNCTION TO THE DOLE
544425.0009,275974.9999,1,0,HILL ROW CAUSEWAY A1123 APPROX 3KM WEST OF HADDENHAM
544425.0009,311574.9999,1,1,PERRY RD OS 13 NR WALTON RD LEVERINGTON
544475.0009,253924.9999,1,0,ADDENBROOKES RD 250M EAST OF HAUXTON RD TRUMPINGTON
544475.0009,259224.9999,1,0,CASTLE HILL UNSPECIFIED ROAD OR LOCATION BABBAGE COURT
544475.0009,261724.9999,1,0,A14 SLIP RD HISTON WB
544475.0009,263374.9999,1,0,IMPINGTON LANE CAMBRIDGE  EXACT LOCATION UNKNOWN
544475.0009,264024.9999,1,0,OUTSIDE HOUSE NUMBER 27 MILL LANE DRAKE WAY
544475.0009,266074.9999,1,0,HISTON RD COTTENHAM  ON APPROACH TO VILLAGE
544475.0009,307124.9999,1,1,A47 SOUTH BRINK 300M S OF CROMWELL RD WISBECH
544525.0009,252174.9999,1,1,M11 TRUMPINGTON SBC MP 80 5B HALF MILE S OF JCT 11 ONSLIP
544525.0009,252224.9999,1,0,M11 SBC SOUTH OF JUNCTION 11 80 6B TRUMPINGTON HAUXTON
544525.0009,252274.9999,1,0,MARKER POST 806B M11 1000 METRES SOUTH OF JUNCTION WITH CAMB
544525.0009,254574.9999,1,0,A1309 CLOSE TO JUNCTION WITH ALLEN COURT TRUMPINGTON
544525.0009,257624.9999,1,0,THE FEN CAUSEWAY JUNCTION NEWNHAM RD CAMBRIDGE
544525.0009,257724.9999,1,1,OUTSIDE GRANTA DENTAL NEWNHAM ROAD CAMBRIDGE
544525.0009,259024.9999,1,0,NORTHAMPTON STREET OUTSIDE NO 14 CAMBRIDGE
544525.0009,259174.9999,1,0,C290 CASTLE ST 150M NORTH OF CHESTERTON LANE CAMBRIDGE
544525.0009,259574.9999,1,0,VICTORIA ROAD AT JN WITH FRENCHS ROAD
544525.0009,279074.9999,1,0,THE BROOK STAGGERED JUNCTION LEADING TO THE ORCHARDS
544525.0009,279124.9999,1,0,THE BROOK JUNCTION THE ORCHARDS SUTTON
544525.0009,310824.9999,1,0,B1169 LEVERINGTON COMMON JUNCTION CHURCH RD
544525.0009,311374.9999,1,0,CHURCH RD LEVERINGTON WISBECH   EXACT LOCATION NOT KNOWN
544575.0009,254924.9999,1,0,SHELL GARAGE EXIT ONTO HIGH STREET
544575.0009,255124.9999,1,1,HIGH STREET A1309 AT JN WITH CHURCH LANE
544575.0009,255274.9999,1,0,A1309 HIGH ST OS NO 18 TRUMPINGTON
544575.0009,257624.9999,1,0,THE FEN CAUSEWAY A1134  OPP TO LAMMAS LAND
544575.0009,260274.9999,1,0,C289 GILBERT RD OUTSIDE NO 182 CAMBRIDGE
544575.0009,261324.9999,1,0,ST. CATHERINES SQUARE AT JN WITH ELLISON CLOSE
544575.0009,263224.9999,1,0,NEW ROAD OUTSIDE IMPINGTON VILLAGE COLLEGE
544575.0009,263274.9999,1,0,NEW ROAD JUNCTION IMPINGTON LANE IMPINGTON
544575.0009,266324.9999,1,0,B1049 HISTON RD OUTSIDE NO 146 COTTENHAM
544575.0009,291124.9999,1,0,SIXTEEN FOOT BANK B1098 70M S OF WIMBLINGTON RD B1093 STONEA
544575.0009,310724.9999,1,1,DOWGATE RD LEVERINGTON  EXACT LOCATION UNKNOWN
544575.0009,311674.9999,1,0,ROMAN BANK NEAR JN WITH B1169
544625.0009,255374.9999,1,0,TRUMPINGTON RD NEAR WOK AND GRILL CAMBRIDGE
544625.0009,259524.9999,1,0,ST LUKES STREET AT JN WITH SEARLE STREET
544625.0009,259674.9999,1,1,STRETTON AVENUE CAMBRIDGE NEAR VICTORIA RD
544625.0009,260774.9999,1,0,OUTSIDE NUMBER 50 ROSEFORD ROAD UNSPECIFIED ROAD OR LOCATION
544625.0009,261124.9999,1,0,SUNFLOWER STREET
544625.0009,261824.9999,1,0,A14 JTN 32 EBC ON SLIP HISTON
544625.0009,278824.9999,1,0,WINDMILL LANE 15M SOUTH OF HIGH ST SUTTON OS NO 1
544625.0009,317674.9999,1,1,HANNATH RD 582M W OF A1101 SUTTON RD TYDD GOTE
544675.0009,251374.9999,1,0,NEWTON RD NEWTON
544675.0009,257624.9999,1,0,FEN CAUSEWAY EASTBOUND EXACT LOCATION UNKNOWN
544675.0009,260574.9999,1,0,PERSE WAY JUNCTION HURRELL RD CAMBRIDGE
544675.0009,260724.9999,1,1,PERSE WAY 40M SOUTH OF ROSEFORD RD CAMBRIDGE
544675.0009,261474.9999,1,0,ICENI WAY ORCHARD PARK JUNCTION BUTTERCUP RD CAMBRIDGE
544675.0009,266674.9999,1,0,B1049 HISTON RD 150M SOUTH OF DUNSTAL FIELD OS NO 68
544675.0009,307424.9999,1,0,A47 SOUTH BRINK WISBECH
544725.0009,258124.9999,1,0,SILVER ST CAMBRIDG
544725.0009,258924.9999,1,0,MAGDALENE BRIDGE CAMBRIDGE
544725.0009,259574.9999,1,0,VICTORIA RD CAMBRIDGE   NEAR BUS STOP
544725.0009,259674.9999,1,0,STRETTEN AVENUE CAMBRIDGE
544725.0009,259724.9999,1,0,STRETTON AVE CAMBRIDGE ON APPROACH TO SHARP RHB
544725.0009,313824.9999,1,0,A1101 JW B1165
544775.0009,245224.9999,1,0,A505 THRIPLOW APPROX 100M EAST FROM THRIPLOW JNCT
544775.0009,254074.9999,1,0,ADDENBROOKES RD 200M WEST OF A1031 SHELFORD RD CAMBRIDGE
544775.0009,254124.9999,1,0,ADDENBROOKES ROAD JW BUILDING SITE
544775.0009,254424.9999,1,0,SHELFORD ROAD NR BISHOP RD
544775.0009,259224.9999,1,1,A1303 CHESTERTON RD JUNCTION HERTFORD ST CAMBRIDGE
544775.0009,259574.9999,1,0,A1134 VICTORIA RD JUNCTION GARDEN WALK CAMBRIDGE
544775.0009,260724.9999,1,0,ROSEFORD RD OS 78 CAMBRIDGE
544775.0009,261324.9999,1,0,ARBURY ROAD JUNCTION WITH ST CATHERINES ROAD
544775.0009,279174.9999,1,0,OUTSIDE NUMBER 3 ELY ROAD B1381
544775.0009,307424.9999,1,1,A47 NEAR JN WITH CROMWELL ROAD
544775.0009,313924.9999,1,0,NEWTON A1101    PLOTTED AT GRID REF PROVIDED
544825.0009,255774.9999,1,1,A1309 TRUMPINGTON RD 75M NORTH OF A1134 LONG RD CAMBRIDGE
544825.0009,255824.9999,1,0,A1309 TRUMPINGTON RD CAMBRIDGE EXACT LOCATION UNKNOWN
544825.0009,258174.9999,1,0,TRUMPINGTON ST NR SILVER ST CAMBS
544825.0009,258324.9999,1,0,KINGS PARADE
544825.0009,258624.9999,1,0,TRINITY STREET OUTSIDE NO 26 CAMBRIDGE
544825.0009,258774.9999,1,0,OUTSIDE ST JOHNS CHAPEL ST JOHN'S STREET
544825.0009,259224.9999,1,0,CHESTERTON RD JUNCTION ALPHA RD CAMBRIDGE
544825.0009,260174.9999,1,0,CARLTON WAY JUNCTION GILBERT RD CAMBRIDGE
544825.0009,260474.9999,1,0,COKERELL RD CAMBRIDGE
544825.0009,261824.9999,1,0,A14 50M EAST OF B1049 JNCT OFF SLIP CAMBRIDGE
544825.0009,263224.9999,1,0,BURGOYNES ROAD
544825.0009,279174.9999,1,0,B1381 ELY RD CHURCH LANE SUTTON
544825.0009,295874.9999,1,0,UPWELL RD MARCH
544825.0009,307574.9999,1,0,B198 CROMWELL RD 200M NORTH OF A47 SOUTH BRINK WISBECH
544825.0009,314074.9999,1,0,A1101 SUTTON RD 100M SOUTH OF FERRY LANE WISBECH
544875.0009,251674.9999,1,0,HAUXTON ROAD NR MOOR CLOSE
544875.0009,254174.9999,1,0,ADDENBROOKES ROAD POSSIBLY AT TRUMPINGTON PLACE
544875.0009,255074.9999,1,1,PAGET RD CAMBRIDGE EXACT LOCATION UNKNOWN
544875.0009,255874.9999,1,1,A1134 TRUMPINGTON RD 200M LONG RD OUTSIDE PERSE SCHOOL
544875.0009,258024.9999,1,0,LITTLE ST MARYS LANE 10M W OF TRUMPINGTON ST CAMBRIDGE
544875.0009,258424.9999,1,0,MARKET PASSAGE  MARKET SQUARE CAMBRIDGE
544875.0009,259274.9999,1,1,CHESTERTON ROAD A1303
544875.0009,259424.9999,1,1,CARLYLE ROAD NEXT TO PARK CAMBRIDGE
544875.0009,260324.9999,1,0,CARLTON WAY OUTSIDE CARLTON ARMS CAMBRIDGE
544875.0009,260424.9999,1,1,CARLTON WAY 50M NORTH METCALFE RD CAMBRIDGE
544875.0009,260524.9999,1,0,TOPHAM WAY OS NO 24 100M SOUTH OF FERRARS WAY CAMBRIDGE
544875.0009,261724.9999,1,0,171 CHIEFTAN WAY
544875.0009,261824.9999,1,0,A14 JUNCTION HISTON OFF SLIP CAMBRIDGE
544875.0009,263324.9999,1,0,MILTON RD CAMBRIDGE PLOTTED FROM DIAGRAM
544875.0009,303124.9999,1,0,B1101 MARCH RD 1918M SOUTH OF JEW HOUSE DROVE COLDHAM
544925.0009,251624.9999,1,1,C258 HAUXTON RD JUNCTION LITTLE SHELFORD OS NO 31
544925.0009,254224.9999,1,0,SHELFORD RD JUNCTION ADDENBROOKES RD CAMBRIDGE
544925.0009,254274.9999,1,0,"SHELFORD ROAD, UNSPECIFIED ROAD OR LOCATION SHOWGROUND ROAD"
544925.0009,255674.9999,1,0,LONG ROAD NEAR TO TRUMPINGTON RD CAMBRIDGE
544925.0009,255974.9999,1,0,TRUMPINGTON ROAD CAMBRIDGE  EXACT LOCATION UNKNOWN
544925.0009,257574.9999,1,0,A1134 THE FEN CAUSEWAY 210M WEST OF A1134 TURMPINGTON RD
544925.0009,257924.9999,1,0,TRUMPINGTON STREET 60M NORTHWEST OF FITZWILLIAM STREET
544925.0009,258174.9999,1,1,BOTOLPH UNCTION FREE SCHOOL LANE CAMBRIDGE
544925.0009,258374.9999,1,0,WHEELER STREET CAMBRIDGE
544925.0009,258424.9999,1,0,MARKET HILL OPPOSITE GUILDHALL CAMBRIDGE
544925.0009,258474.9999,1,0,MARKET SQUARE CAMBRIDGE
544925.0009,258524.9999,1,0,22 MARKET STREET
544925.0009,258924.9999,1,0,LOWER PARK ST JUNCTION NEW PARK ST CAMBRIDGE
544925.0009,259274.9999,1,0,A1303 CHESTERTON RD OUTSIDE ARUNDEL HOUSE HOTEL
544925.0009,259324.9999,1,0,A1303 CHESTERTON RD OUTSIDE ARUNDEL HOTEL CAMBRIDGE
544925.0009,260124.9999,1,0,GILBERT RD 200M NW OF COURTNEY WAY CAMBRIDGE
